"STATION","NAME","DATE","PRCP","SNOW","TAVG"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-03","8.71","0.0","58.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-04","4.13","0.0","64.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-05","4.76","0.0","73.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-06","0.50","0.0","81.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-07","8.20","0.0","81.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-08","2.30","0.0","80.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-09","4.33","0.0","77.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-10","9.80","0.0","63.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-11","0.89","0.0","55.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2009-12","6.58","0.7","45.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-01","5.15","0.0","41.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-02","4.09","4.8","40.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-03","3.39","0.0","53.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-04","1.62","0.0","66.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-05","3.52","0.0","76.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-06","5.91","0.0","83.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-07","3.30","0.0","83.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-08","8.26","0.0","84.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-09","0.04","0.0","78.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-10","2.05","0.0","66.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-11","6.02","0.0","56.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2010-12","3.88","0.0","45.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-01","4.48","0.1","43.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-02","1.90","0.4","50.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-03","8.72","0.0","58.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-04","4.08","0.0","68.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-05","0.83","0.0","72.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-06","1.48","0.0","83.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-07","3.31","0.0","84.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-08","0.83","0.0","85.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-09","12.73","0.0","73.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-10","0.94","0.0","62.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-11","3.50","0.0","56.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2011-12","6.67","0.0","49.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-01","4.02","0.0","52.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-02","8.29","0.0","54.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-03","7.06","0.0","66.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-04","4.57","0.0","66.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-05","6.69","0.0","75.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-06","5.34","0.0","79.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-07","7.80","0.0","83.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-08","8.96","0.0","81.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-09","4.12","0.0","75.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-10","1.05","0.0","63.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-11","2.93","0.0","52.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2012-12","8.72","0.0","52.6"
