state,date,monthly_num_plants,yearly_num_plants,total_facility_age,total_weighted_facility_age
IN,1998-03,22,22,666,294907607.25
KS,1998-03,13,14,243,60781347.0
KY,1998-03,22,21,618,226946819.25
LA,1998-03,20,19,300,53347050.0
MA,1998-03,10,11,210,57096814.5
MD,1998-03,12,12,276,73044572.25
ME,1998-03,2,2,21,165202.5
MI,1998-03,24,24,456,113076928.5
MN,1998-03,11,12,207,76294029.0
MO,1998-03,17,18,555,202991335.5
MS,1998-03,10,10,222,50849382.75
MT,1998-03,2,3,30,23907146.25
NC,1998-03,15,14,225,67862842.5
ND,1998-03,7,7,105,37949107.5
NE,1998-03,8,9,120,23300448.75
NH,1998-03,3,3,93,9024669.0
NJ,1998-03,10,12,174,10785127.5
NM,1998-03,8,8,114,41141440.5
NV,1998-03,5,5,75,26594193.75
NY,1998-03,30,28,630,100538652.0
OH,1998-03,24,24,768,395692041.75
OK,1998-03,14,13,210,53418840.0
OR,1998-03,3,3,45,9600813.75
PA,1998-03,25,31,621,282291834.75
RI,1998-03,1,3,15,2678152.5
SC,1998-03,14,14,204,39375654.0
SD,1998-03,3,3,45,4134435.0
TN,1998-03,7,7,201,163862924.25
TX,1998-03,82,84,1218,274545041.25
UT,1998-03,5,6,75,41788653.75
VA,1998-03,10,9,144,46852182.75
VT,1998-03,1,1,15,114847.5
WA,1998-03,2,2,21,13702910.25
WI,1998-03,21,22,552,100415959.5
WV,1998-03,13,12,399,232872210.0
WY,1998-03,6,6,138,102956291.25
AL,1998-04,11,11,260,130027924.0
AR,1998-04,8,7,128,26573156.0
AZ,1998-04,9,11,144,53687420.0
CA,1998-04,25,26,385,29939100.5
CO,1998-04,14,13,224,43062496.16
CT,1998-04,6,6,96,13129680.0
DE,1998-04,5,5,80,7166644.0
FL,1998-04,45,46,783,176684114.0
GA,1998-04,14,13,464,204224615.0
IA,1998-04,19,19,424,61184810.0
ID,1998-04,1,1,16,173656.0
IL,1998-04,26,27,695,168107528.25
IN,1998-04,22,22,688,277985644.0
KS,1998-04,12,14,240,56187952.0
KY,1998-04,20,21,608,186462822.0
LA,1998-04,18,19,273,60507968.0
MA,1998-04,10,11,220,47002794.0
MD,1998-04,12,12,288,67149688.0
ME,1998-04,1,2,16,837156.0
MI,1998-04,24,24,480,108670960.0
MN,1998-04,12,12,234,65254496.5
MO,1998-04,15,18,540,200940018.0
MS,1998-04,9,10,216,55418466.0
MT,1998-04,3,3,48,24753672.0
NC,1998-04,15,14,240,64950172.0
ND,1998-04,7,7,112,30310064.0
NE,1998-04,8,9,128,25440268.0
NH,1998-04,3,3,96,10446752.0
NJ,1998-04,9,12,168,9839054.0
NM,1998-04,8,8,122,41699550.0
NV,1998-04,6,5,96,19985104.0
NY,1998-04,30,28,660,87979598.0
OH,1998-04,22,24,736,385621174.8
OK,1998-04,15,13,240,49382072.0
OR,1998-04,3,3,48,10495984.0
PA,1998-04,23,31,614,267571359.5
RI,1998-04,1,3,16,2366216.0
SC,1998-04,13,14,202,35586035.0
SD,1998-04,3,3,48,5004940.0
TN,1998-04,7,7,208,123445288.0
TX,1998-04,84,84,1332,282683293.5
UT,1998-04,5,6,80,39278040.0
VA,1998-04,10,9,154,42331616.5
VT,1998-04,1,1,16,292380.0
WA,1998-04,2,2,23,16473806.5
WI,1998-04,21,22,573,98668191.75
WV,1998-04,12,12,372,228002259.0
WY,1998-04,6,6,144,95457442.0
AL,1998-05,12,11,288,171801127.0
AR,1998-05,9,7,153,31259366.25
AZ,1998-05,9,11,153,48745957.25
CA,1998-05,24,26,393,23559420.5
CO,1998-05,14,13,238,43973354.64
CT,1998-05,6,6,102,16579245.75
DC,1998-05,1,0,17,507029.25
DE,1998-05,5,5,85,9575602.75
FL,1998-05,48,46,879,244819122.5
GA,1998-05,17,13,529,254760149.0
IA,1998-05,21,19,477,57719290.5
ID,1998-05,1,1,17,10357.25
IL,1998-05,27,27,762,220788603.0
IN,1998-05,22,22,710,305268882.25
KS,1998-05,17,14,337,66245579.5
KY,1998-05,21,21,621,223795138.0
LA,1998-05,22,19,359,85609076.85
MA,1998-05,10,11,230,60450876.25
MD,1998-05,11,12,283,76463811.75
ME,1998-05,1,2,17,3615819.25
MI,1998-05,24,24,504,136671048.5
MN,1998-05,14,12,280,59860341.25
MO,1998-05,18,18,606,204134249.5
MS,1998-05,10,10,242,85943718.75
MT,1998-05,3,3,51,20432869.5
NC,1998-05,15,14,255,88311170.75
ND,1998-05,7,7,119,35393498.5
NE,1998-05,10,9,158,31180588.0
NH,1998-05,3,3,99,18769794.75
NJ,1998-05,11,12,211,12934831.25
NM,1998-05,8,8,130,43118709.25
NV,1998-05,6,5,102,18468141.25
NY,1998-05,30,28,690,121617291.25
OH,1998-05,25,24,851,445190900.5
OK,1998-05,15,13,255,67793361.43
OR,1998-05,3,3,51,1826824.25
PA,1998-05,25,31,695,286005634.75
RI,1998-05,1,3,17,3019306.25
SC,1998-05,14,14,232,49763000.0
SD,1998-05,3,3,51,5560772.25
TN,1998-05,7,7,215,170194707.75
TX,1998-05,88,84,1484,412846853.75
UT,1998-05,5,6,85,45104072.75
VA,1998-05,10,9,164,48135457.0
VT,1998-05,1,1,17,332188.5
WA,1998-05,2,2,25,7426923.0
WI,1998-05,22,22,611,111431467.5
WV,1998-05,13,12,425,238312598.0
WY,1998-05,6,6,150,83633480.5
AL,1998-06,12,11,300,198172084.5
AR,1998-06,9,7,162,50163592.5
AZ,1998-06,11,11,198,52011009.0
CA,1998-06,25,26,435,32866287.75
CO,1998-06,14,13,252,51389528.4
CT,1998-06,6,6,108,18289948.5
DC,1998-06,1,0,18,800388.0
DE,1998-06,5,5,90,10294416.0
FL,1998-06,48,46,927,299502639.0
GA,1998-06,17,13,546,317085495.0
IA,1998-06,21,19,498,56120667.0
ID,1998-06,1,1,18,23188.5
IL,1998-06,27,27,789,239716447.5
IN,1998-06,23,22,750,331038283.5
KS,1998-06,17,14,354,77556672.0
KY,1998-06,22,21,684,270854215.5
LA,1998-06,22,19,381,108493748.1
MA,1998-06,10,11,240,68727907.5
MD,1998-06,12,12,312,97285416.0
ME,1998-06,2,2,27,3560211.0
MI,1998-06,25,24,534,144972672.0
MN,1998-06,14,12,294,76711378.5
MO,1998-06,18,18,624,231614262.0
MS,1998-06,10,10,252,79375543.5
MT,1998-06,3,3,54,21474063.0
NC,1998-06,15,14,270,105432754.5
ND,1998-06,7,7,126,39034561.5
NE,1998-06,10,9,168,28168012.5
NH,1998-06,3,3,102,18163776.0
NJ,1998-06,12,12,240,19505598.0
NM,1998-06,8,8,138,50330755.5
NV,1998-06,7,5,126,27604566.0
NY,1998-06,31,28,738,146218941.0
OH,1998-06,25,24,876,442959392.7
OK,1998-06,16,13,288,90667458.0
OR,1998-06,2,3,36,2509596.0
PA,1998-06,26,31,738,328711273.5
RI,1998-06,1,3,18,2322612.0
SC,1998-06,15,14,249,65271353.25
SD,1998-06,4,3,72,5440365.0
TN,1998-06,7,7,222,182463871.5
TX,1998-06,89,84,1590,507905796.0
UT,1998-06,6,6,120,45514824.0
VA,1998-06,10,9,174,60078160.5
VT,1998-06,1,1,18,213219.0
WA,1998-06,2,2,27,6107944.5
WI,1998-06,22,22,633,124490842.5
WV,1998-06,13,12,438,255701653.5
WY,1998-06,6,6,156,94803828.0
AL,1998-07,12,11,312,224677759.5
AR,1998-07,9,7,171,57798598.5
AZ,1998-07,11,11,209,78685901.75
CA,1998-07,27,26,480,94433873.5
CO,1998-07,14,13,266,62271760.71
CT,1998-07,6,6,114,19838964.0
DC,1998-07,1,0,19,2131268.0
DE,1998-07,6,5,96,14225333.75
FL,1998-07,48,46,975,323039280.0
GA,1998-07,17,13,563,327151186.25
IA,1998-07,21,19,519,74937941.75
ID,1998-07,1,1,19,443251.0
IL,1998-07,27,27,816,267234712.0
IN,1998-07,23,22,773,388735859.0
KS,1998-07,17,14,371,89874050.5
KY,1998-07,22,21,706,316399842.25
LA,1998-07,22,19,403,122504647.0
MA,1998-07,13,11,253,79011884.5
MD,1998-07,12,12,324,117250021.0
ME,1998-07,2,2,29,6166771.0
MI,1998-07,25,24,559,161239372.25
MN,1998-07,14,12,308,86883308.75
MO,1998-07,18,18,642,262913684.5
MS,1998-07,10,10,262,90429381.5
MT,1998-07,3,3,57,32168363.25
NC,1998-07,15,14,285,120420926.5
ND,1998-07,7,7,133,50059946.0
NE,1998-07,10,9,178,35267537.5
NH,1998-07,3,3,105,18832712.75
NJ,1998-07,12,12,252,29096389.25
NM,1998-07,8,8,146,61087729.5
NV,1998-07,8,5,152,41686736.25
NY,1998-07,31,28,769,176897534.75
OH,1998-07,25,24,901,493735732.1
OK,1998-07,16,13,304,108838379.25
OR,1998-07,3,3,57,11579716.25
PA,1998-07,36,31,774,371470163.0
RI,1998-07,1,3,19,3738231.0
SC,1998-07,15,14,264,72242944.5
SD,1998-07,4,3,76,6273904.5
TN,1998-07,7,7,229,196254690.25
TX,1998-07,89,84,1679,591801753.75
UT,1998-07,6,6,126,59318733.0
VA,1998-07,10,9,184,79028480.25
VT,1998-07,1,1,19,257820.5
WA,1998-07,2,2,29,18346330.25
WI,1998-07,22,22,655,138132682.25
WV,1998-07,13,12,451,263254662.25
WY,1998-07,6,6,162,115356792.0
AL,1998-08,12,11,324,222882780.0
AR,1998-08,9,7,180,60973420.0
AZ,1998-08,11,11,220,87853410.0
CA,1998-08,27,26,507,138181115.25
CO,1998-08,14,13,280,64241469.4
CT,1998-08,6,6,120,22582560.0
DC,1998-08,1,0,20,855395.0
DE,1998-08,6,5,102,15734139.5
FL,1998-08,47,46,1003,337018506.75
GA,1998-08,17,13,580,328896340.0
IA,1998-08,21,19,540,80447968.0
ID,1998-08,1,1,20,901050.0
IL,1998-08,27,27,843,289911249.75
IN,1998-08,22,22,776,396354617.0
KS,1998-08,17,14,388,93569676.0
KY,1998-08,22,21,728,315111412.0
LA,1998-08,22,19,425,124226325.0
MA,1998-08,14,11,268,79978227.0
MD,1998-08,12,12,336,124171330.0
ME,1998-08,2,2,31,4896980.75
MI,1998-08,24,24,576,163563435.0
MN,1998-08,14,12,322,97249087.0
MO,1998-08,18,18,660,272923420.0
MS,1998-08,10,10,272,93191689.0
MT,1998-08,3,3,60,30399075.0
NC,1998-08,15,14,300,134172015.0
ND,1998-08,7,7,140,52290375.0
NE,1998-08,10,9,188,36796245.0
NH,1998-08,3,3,108,21746430.0
NJ,1998-08,12,12,264,29730426.0
NM,1998-08,8,8,154,65310976.5
NV,1998-08,8,5,160,47101765.0
NY,1998-08,31,28,800,198473393.0
OH,1998-08,25,24,926,501685661.0
OK,1998-08,16,13,320,106686705.0
OR,1998-08,3,3,60,14769560.0
PA,1998-08,37,31,812,388296346.5
RI,1998-08,2,3,22,4035592.0
SC,1998-08,15,14,279,75975155.75
SD,1998-08,3,3,60,6809105.0
TN,1998-08,7,7,236,203093611.0
TX,1998-08,89,84,1768,589102950.25
UT,1998-08,6,6,132,67214031.0
VA,1998-08,10,9,194,77235914.5
VT,1998-08,1,1,20,179315.0
WA,1998-08,2,2,31,22144297.0
WI,1998-08,22,22,677,136771877.25
WV,1998-08,13,12,464,293955287.0
WY,1998-08,6,6,168,122671872.0
AL,1998-09,12,11,336,213679169.25
AR,1998-09,9,7,189,64012929.75
AZ,1998-09,11,11,231,83150560.5
CA,1998-09,27,26,534,109924751.25
CO,1998-09,14,13,294,65069975.879999995
CT,1998-09,6,6,126,17339663.25
DC,1998-09,1,0,21,96453.0
DE,1998-09,6,5,108,13191891.0
FL,1998-09,47,46,1050,316142804.25
GA,1998-09,17,13,597,313266285.0
IA,1998-09,20,19,540,72895638.0
ID,1998-09,1,1,21,912712.5
IL,1998-09,27,27,870,248010188.25
IN,1998-09,22,22,798,379451751.0
KS,1998-09,17,14,405,83468174.25
KY,1998-09,22,21,750,307443376.5
LA,1998-09,21,19,426,121480075.5
MA,1998-09,14,11,282,73474007.25
MD,1998-09,12,12,348,104338709.25
ME,1998-09,1,2,21,1337248.5
MI,1998-09,25,24,609,161781184.5
MN,1998-09,14,12,336,86043622.5
MO,1998-09,18,18,678,236509770.75
MS,1998-09,10,10,282,77322389.25
MT,1998-09,3,3,63,33522709.5
NC,1998-09,15,14,315,122985182.25
ND,1998-09,7,7,147,48327237.0
NE,1998-09,10,9,198,30214982.25
NH,1998-09,3,3,111,16388750.25
NJ,1998-09,12,12,276,17958329.25
NM,1998-09,8,8,162,63997842.0
NV,1998-09,8,5,168,42359283.75
NY,1998-09,31,28,831,145808652.0
OH,1998-09,25,24,951,441574995.3
OK,1998-09,16,13,336,104854328.25
OR,1998-09,3,3,63,14993496.0
PA,1998-09,40,31,858,333452672.25
RI,1998-09,2,3,24,3576039.0
SC,1998-09,15,14,294,70573437.0
SD,1998-09,4,3,84,2684871.0
TN,1998-09,7,7,243,177082549.5
TX,1998-09,87,84,1815,553043317.5
UT,1998-09,6,6,138,69051035.25
VA,1998-09,10,9,204,71213014.5
VT,1998-09,1,1,21,337653.75
WA,1998-09,2,2,33,21659706.0
WI,1998-09,22,22,699,124123766.25
WV,1998-09,13,12,477,271454182.5
WY,1998-09,6,6,174,121474803.75
AL,1998-10,11,11,326,201728287.0
AR,1998-10,8,7,176,54289207.5
AZ,1998-10,11,11,242,88777150.0
CA,1998-10,26,26,539,83882976.5
CO,1998-10,14,13,308,67711919.22
CT,1998-10,6,6,132,15937856.0
DE,1998-10,5,5,110,9277191.0
FL,1998-10,47,46,1097,302253991.25
GA,1998-10,16,13,592,280968737.0
IA,1998-10,18,19,516,74958088.5
ID,1998-10,1,1,22,1127203.0
IL,1998-10,27,27,897,221797377.0
IN,1998-10,22,22,820,352922709.0
KS,1998-10,14,14,356,65012768.5
KY,1998-10,22,21,772,274458453.5
LA,1998-10,21,19,447,96149823.0
MA,1998-10,11,11,281,74532088.0
MD,1998-10,11,12,338,84544828.5
ME,1998-10,1,2,22,3009275.5
MI,1998-10,24,24,624,159767965.0
MN,1998-10,13,12,328,94003077.5
MO,1998-10,16,18,628,214052514.5
MS,1998-10,9,10,270,50526769.5
MT,1998-10,3,3,66,32482290.5
NC,1998-10,15,14,330,110395862.5
ND,1998-10,7,7,154,58162384.5
NE,1998-10,8,9,176,35607797.5
NH,1998-10,3,3,114,13531803.0
NJ,1998-10,10,12,223,15527426.5
NM,1998-10,8,8,170,63143952.5
NV,1998-10,6,5,132,47596846.0
NY,1998-10,31,28,862,140287894.0
OH,1998-10,23,24,908,405526439.3
OK,1998-10,15,13,330,70688101.0
OR,1998-10,3,3,66,15216190.0
PA,1998-10,28,31,811,281917256.75
RI,1998-10,3,3,24,3106146.25
SC,1998-10,14,14,287,56382555.75
SD,1998-10,3,3,66,126665.0
TN,1998-10,7,7,250,156049617.5
TX,1998-10,87,84,1860,464722502.51
UT,1998-10,6,6,144,71666117.0
VA,1998-10,10,9,214,59421944.0
VT,1998-10,1,1,22,253968.0
WA,1998-10,2,2,35,23914651.25
WI,1998-10,20,22,653,120995831.75
WV,1998-10,13,12,490,288552609.5
WY,1998-10,6,6,180,129670837.5
AL,1998-11,11,11,337,199361329.75
AR,1998-11,7,7,161,44306061.5
AZ,1998-11,10,11,230,81336763.0
CA,1998-11,26,26,565,65975091.5
CO,1998-11,14,13,322,66262989.879999995
CT,1998-11,6,6,138,18808710.0
DE,1998-11,5,5,115,9867448.5
FL,1998-11,46,46,1121,255528561.75
GA,1998-11,16,13,608,235699084.25
IA,1998-11,19,19,557,74873260.5
ID,1998-11,1,1,23,1052221.25
IL,1998-11,26,27,901,203996664.5
IN,1998-11,22,22,842,334110738.25
KS,1998-11,16,14,416,61294319.5
KY,1998-11,22,21,794,280498207.25
LA,1998-11,18,19,399,88580509.5
MA,1998-11,10,11,269,82278364.75
MD,1998-11,12,12,372,84102850.5
ME,1998-11,1,2,23,4938117.25
MI,1998-11,24,24,648,158419537.75
MN,1998-11,13,12,341,101832937.25
MO,1998-11,17,18,691,226372187.25
MS,1998-11,10,10,302,36955926.25
MT,1998-11,3,3,69,34829199.0
NC,1998-11,15,14,345,104422271.25
ND,1998-11,7,7,161,58221188.0
NE,1998-11,8,9,184,38594103.5
NH,1998-11,3,3,117,18985619.0
NJ,1998-11,11,12,256,11229144.25
NM,1998-11,8,8,178,63594360.75
NV,1998-11,5,5,115,46814487.5
NY,1998-11,27,28,777,147671485.25
OH,1998-11,24,24,954,426181672.75
OK,1998-11,12,13,276,66253052.5
OR,1998-11,3,3,69,16855055.5
PA,1998-11,28,31,839,292364364.5
RI,1998-11,3,3,27,4027114.5
SC,1998-11,13,14,278,53043085.5
SD,1998-11,3,3,69,7242464.25
TN,1998-11,7,7,257,156610807.75
TX,1998-11,78,84,1740,390856339.69
UT,1998-11,6,6,150,72259184.25
VA,1998-11,9,9,207,62005113.5
VT,1998-11,1,1,23,45218.0
WA,1998-11,2,2,37,22605391.0
WI,1998-11,22,22,743,116223619.75
WV,1998-11,13,12,503,283099072.25
WY,1998-11,6,6,186,136439532.5
AL,1998-12,11,11,348,228378375.0
AR,1998-12,7,7,168,58791390.0
AZ,1998-12,11,11,264,92811096.0
CA,1998-12,26,26,591,65886648.0
CO,1998-12,13,13,312,75585345.84
CT,1998-12,6,6,144,26757228.0
DC,1998-12,1,0,24,0.0
DE,1998-12,5,5,120,8408628.0
FL,1998-12,46,46,1167,269795721.0
GA,1998-12,13,13,504,227629299.0
IA,1998-12,19,19,576,84927354.0
ID,1998-12,1,1,24,591888.0
IL,1998-12,27,27,951,235959697.5
IN,1998-12,22,22,864,400300518.0
KS,1998-12,14,14,384,76513698.0
KY,1998-12,21,21,792,307482756.0
LA,1998-12,19,19,441,96589842.0
MA,1998-12,11,11,303,78579831.0
MD,1998-12,12,12,384,105126282.0
ME,1998-12,2,2,39,4431405.0
MI,1998-12,24,24,672,171140106.0
MN,1998-12,12,12,330,98255377.5
MO,1998-12,18,18,732,272792142.0
MS,1998-12,10,10,312,57907686.0
MT,1998-12,3,3,72,41132454.0
NC,1998-12,14,14,336,103470528.0
ND,1998-12,7,7,168,66442776.0
NE,1998-12,9,9,204,44924985.0
NH,1998-12,3,3,120,24892548.0
NJ,1998-12,12,12,291,20557794.75
NM,1998-12,8,8,186,74461473.0
NV,1998-12,5,5,120,52270344.0
NY,1998-12,28,28,852,165213534.0
OH,1998-12,24,24,978,502935330.3
OK,1998-12,13,13,312,81137052.0
OR,1998-12,3,3,72,17943708.0
PA,1998-12,31,31,921,349105431.75
RI,1998-12,3,3,30,4934691.75
SC,1998-12,14,14,315,65172832.5
SD,1998-12,3,3,72,7913796.0
TN,1998-12,7,7,264,171737706.0
TX,1998-12,84,84,1962,480291539.04
UT,1998-12,6,6,156,80685834.0
VA,1998-12,9,9,216,72688626.0
VT,1998-12,1,1,24,397842.0
WA,1998-12,2,2,39,26392263.0
WI,1998-12,22,22,765,140858677.5
WV,1998-12,12,12,468,304701318.0
WY,1998-12,6,6,192,141143844.0
AL,1999-01,11,13,359,211825944.75
AR,1999-01,7,9,175,62343768.75
AZ,1999-01,10,10,250,85990162.5
CA,1999-01,22,30,517,62905328.5
CO,1999-01,14,14,350,80518980.75
CT,1999-01,7,13,151,28415675.75
DC,1999-01,1,0,25,47243.75
DE,1999-01,6,7,132,23519661.16
FL,1999-01,48,49,1263,278427649.0
GA,1999-01,16,17,640,247614660.75
IA,1999-01,21,21,645,92518804.0
ID,1999-01,1,1,25,0.0
IL,1999-01,27,30,978,244168536.75
IN,1999-01,23,23,911,431936517.0
KS,1999-01,14,17,374,97033178.5
KY,1999-01,21,22,813,339182142.5
LA,1999-01,20,21,485,110299100.0
MA,1999-01,21,24,312,92429374.52
MD,1999-01,11,11,371,117830629.25
ME,1999-01,2,2,41,7671126.75
MI,1999-01,24,24,696,178966738.0
MN,1999-01,13,13,367,106328243.75
MO,1999-01,18,21,750,277508928.0
MS,1999-01,10,12,322,75298977.0
MT,1999-01,3,3,75,39502218.75
NC,1999-01,15,15,375,106290568.75
ND,1999-01,7,7,175,68480062.5
NE,1999-01,8,11,200,41609537.5
NH,1999-01,3,3,123,27235653.0
NJ,1999-01,17,33,281,20788239.25
NM,1999-01,8,8,194,70808055.5
NV,1999-01,5,8,125,49271525.0
NY,1999-01,33,68,957,174230055.25
OH,1999-01,25,23,1051,533015999.5
OK,1999-01,15,15,375,92664968.75
OR,1999-01,3,3,75,16896925.0
PA,1999-01,64,72,1015,387092362.64
RI,1999-01,4,4,37,4895978.25
SC,1999-01,15,15,354,72749013.25
SD,1999-01,3,3,75,8615056.25
TN,1999-01,7,8,271,213389505.75
TX,1999-01,83,84,2021,486956095.75
UT,1999-01,6,6,162,83528802.0
VA,1999-01,9,10,225,88191681.25
VT,1999-01,1,1,25,538262.5
WA,1999-01,2,2,41,20669073.75
WI,1999-01,22,22,787,146103196.25
WV,1999-01,13,14,529,338946191.0
WY,1999-01,6,6,198,145643862.0
AL,1999-02,11,13,370,177671829.0
AR,1999-02,9,9,234,50445421.0
AZ,1999-02,10,10,260,80176954.0
CA,1999-02,24,30,591,54402882.0
CO,1999-02,14,14,364,74945087.88
CT,1999-02,7,13,158,25811152.0
DC,1999-02,1,0,26,58305.0
DE,1999-02,6,7,138,20158491.22
FL,1999-02,48,49,1287,245945843.0
GA,1999-02,16,17,656,220575402.5
IA,1999-02,18,21,588,76426023.0
ID,1999-02,1,1,26,28145.0
IL,1999-02,25,30,962,226561467.0
IN,1999-02,23,23,934,376769610.5
KS,1999-02,13,17,362,80173424.5
KY,1999-02,20,22,808,293245958.0
LA,1999-02,20,21,505,93142894.0
MA,1999-02,22,24,359,86586140.44
MD,1999-02,11,11,382,96895182.0
ME,1999-02,1,2,26,2353949.0
MI,1999-02,24,24,720,173946820.5
MN,1999-02,13,13,380,84392294.0
MO,1999-02,18,21,768,229255257.0
MS,1999-02,9,12,306,64538650.0
MT,1999-02,3,3,78,37341993.0
NC,1999-02,15,15,390,96190269.5
ND,1999-02,7,7,182,62525820.5
NE,1999-02,7,11,182,32897059.0
NH,1999-02,3,3,126,19317712.5
NJ,1999-02,17,33,298,17431647.0
NM,1999-02,8,8,202,70148177.0
NV,1999-02,6,8,156,42186657.5
NY,1999-02,30,68,888,144402973.0
OH,1999-02,25,23,1076,458058091.0
OK,1999-02,12,15,312,80259133.5
OR,1999-02,3,3,78,13606833.5
PA,1999-02,64,72,1079,352061803.5
RI,1999-02,4,4,41,3839034.0
SC,1999-02,14,15,343,64696405.0
SD,1999-02,3,3,78,8216955.5
TN,1999-02,7,8,278,180401387.5
TX,1999-02,80,84,2026,419764513.25
UT,1999-02,6,6,168,73613846.0
VA,1999-02,9,10,234,81067038.0
VT,1999-02,1,1,26,276354.0
WA,1999-02,2,2,43,21168671.75
WI,1999-02,22,22,809,132950001.0
WV,1999-02,13,14,542,314991931.0
WY,1999-02,6,6,204,128454100.5
AL,1999-03,11,13,381,202926457.5
AR,1999-03,8,9,216,58192242.75
AZ,1999-03,10,10,270,89240494.5
CA,1999-03,22,30,561,62596881.75
CO,1999-03,13,14,351,71825401.89
CT,1999-03,7,13,165,23430442.5
DC,1999-03,1,0,27,57618.0
DE,1999-03,6,7,144,30491736.21
FL,1999-03,47,49,1308,279733865.25
GA,1999-03,15,17,645,313722511.5
IA,1999-03,18,21,582,71960796.0
ID,1999-03,1,1,27,0.0
IL,1999-03,27,30,1032,251016167.25
IN,1999-03,23,23,957,418176348.75
KS,1999-03,15,17,429,79207906.5
KY,1999-03,21,22,855,330482705.25
LA,1999-03,18,21,471,106332723.0
MA,1999-03,22,24,381,96831850.5
MD,1999-03,11,11,369,111637930.5
ME,1999-03,1,2,27,5884845.75
MI,1999-03,23,24,717,193295104.5
MN,1999-03,13,13,393,95544827.25
MO,1999-03,15,21,657,258148695.0
MS,1999-03,10,12,342,65908017.0
MT,1999-03,3,3,81,43772420.25
NC,1999-03,15,15,405,128428983.0
ND,1999-03,7,7,189,68810121.0
NE,1999-03,8,11,216,36427650.75
NH,1999-03,3,3,129,21446859.75
NJ,1999-03,17,33,315,28313880.0
NM,1999-03,8,8,210,76340433.0
NV,1999-03,6,8,162,42402926.25
NY,1999-03,30,68,918,146014260.0
OH,1999-03,25,23,1101,516041537.55
OK,1999-03,15,15,405,93994472.25
OR,1999-03,3,3,81,13568634.0
PA,1999-03,59,72,1122,395491120.5
RI,1999-03,4,4,45,5141584.5
SC,1999-03,14,15,357,77850228.75
SD,1999-03,3,3,81,9683941.5
TN,1999-03,7,8,285,223331946.0
TX,1999-03,82,84,2160,503454955.5
UT,1999-03,6,6,174,65015655.0
VA,1999-03,9,10,243,85211203.5
VT,1999-03,1,1,27,196796.25
WA,1999-03,2,2,45,18907614.0
WI,1999-03,21,22,804,142211337.75
WV,1999-03,13,14,555,366725061.0
WY,1999-03,6,6,210,139264192.5
AL,1999-04,11,13,392,207944317.0
AR,1999-04,8,9,224,50427377.0
AZ,1999-04,10,10,280,94687705.0
CA,1999-04,24,30,639,74841462.5
CO,1999-04,13,14,364,72351489.0
CT,1999-04,9,13,174,21784668.19
DE,1999-04,7,7,151,27509237.299999997
FL,1999-04,49,49,1411,312857092.0
GA,1999-04,17,17,716,299577841.0
IA,1999-04,19,21,652,87036267.0
ID,1999-04,1,1,28,367647.0
IL,1999-04,26,30,1031,272332070.5
IN,1999-04,23,23,980,386587546.0
KS,1999-04,15,17,444,107813782.0
KY,1999-04,21,22,876,328059478.0
LA,1999-04,20,21,545,111888749.0
MA,1999-04,24,24,405,83608289.08
MD,1999-04,11,11,380,100117821.0
ME,1999-04,2,2,47,8968351.0
MI,1999-04,23,24,740,161516291.0
MN,1999-04,13,13,406,91577172.0
MO,1999-04,16,21,724,226150738.0
MS,1999-04,9,12,324,64963027.0
MT,1999-04,3,3,84,45921393.0
NC,1999-04,15,15,420,116784640.0
ND,1999-04,7,7,196,54714849.0
NE,1999-04,10,11,268,34385436.0
NH,1999-04,4,3,133,22808206.0
NJ,1999-04,30,33,348,23070954.75
NM,1999-04,8,8,218,81246541.0
NV,1999-04,7,8,196,37249394.0
NY,1999-04,55,68,976,143606688.36
OH,1999-04,25,23,1126,490506844.8
OK,1999-04,16,15,448,104123824.0
OR,1999-04,3,3,84,16945530.0
PA,1999-04,72,72,1209,381784614.07
RI,1999-04,4,4,49,6384108.5
SC,1999-04,14,15,371,92808024.5
SD,1999-04,3,3,84,9020508.0
TN,1999-04,6,8,264,204016914.0
TX,1999-04,86,84,2354,593508417.0
UT,1999-04,6,6,180,81533409.0
VA,1999-04,9,10,252,82623807.0
VT,1999-04,1,1,28,731437.0
WA,1999-04,2,2,47,25159023.0
WI,1999-04,22,22,853,142285102.5
WV,1999-04,13,14,568,304747407.0
WY,1999-04,6,6,216,123976088.0
AL,1999-05,12,13,405,236883094.5
AR,1999-05,9,9,261,68901049.25
AZ,1999-05,11,10,319,103679632.75
CA,1999-05,30,30,837,63534035.75
CO,1999-05,12,14,348,82003247.50999999
CT,1999-05,16,13,206,29591255.009999998
DC,1999-05,1,0,29,42746.0
DE,1999-05,10,7,164,26727140.82
FL,1999-05,49,49,1460,369375199.75
GA,1999-05,17,17,733,334459823.25
IA,1999-05,20,21,700,83151455.25
ID,1999-05,1,1,29,204326.75
IL,1999-05,27,30,1086,279826921.0
IN,1999-05,23,23,1003,423803755.0
KS,1999-05,19,17,551,99680515.5
KY,1999-05,22,22,926,352475792.0
LA,1999-05,23,21,625,131353354.75
MA,1999-05,33,24,447,82562082.25
MD,1999-05,11,11,364,101702107.5
ME,1999-05,1,2,29,1074157216.0
MI,1999-05,24,24,792,196311669.75
MN,1999-05,12,13,390,113994177.5
MO,1999-05,16,21,740,263712801.75
MS,1999-05,10,12,362,88155390.0
MT,1999-05,2,3,58,36617430.0
NC,1999-05,15,15,435,158626665.0
ND,1999-05,7,7,203,66405019.25
