state,date,monthly_num_plants,yearly_num_plants,total_facility_age,total_weighted_facility_age
NV,2019-08,13,12,2693,670718455.82
NY,2019-08,74,62,16699,1169559466.02
OH,2019-08,47,31,9085,1934814910.23
OK,2019-08,26,22,5725,1562154265.85
OR,2019-08,8,8,1633,504374620.53999996
PA,2019-08,64,57,13091,2096782549.31
PR,2019-08,1,0,26,9715654.0
RI,2019-08,6,5,1458,185701069.37
SC,2019-08,23,16,4756,1038567687.08
SD,2019-08,6,6,1080,74323969.75
TN,2019-08,15,9,3270,1136725433.8600001
TX,2019-08,124,113,26171,8467511552.25
UT,2019-08,11,10,2302,847917060.82
VA,2019-08,34,31,5843,840213120.38
VT,2019-08,2,3,400,8847548.0
WA,2019-08,11,11,1987,559452852.54
WI,2019-08,33,31,7632,1110138554.68
WV,2019-08,17,14,3556,1674043583.94
WY,2019-08,12,12,2502,939865590.55
AK,2019-09,1,0,9,109547.09999999999
AL,2019-09,29,23,6090,1956512308.26
AR,2019-09,18,15,3786,975382668.45
AZ,2019-09,25,24,5628,1687812126.24
CA,2019-09,105,95,18360,1416500609.28
CO,2019-09,22,21,4998,906979634.79
CT,2019-09,15,16,2787,183672374.85000002
DC,2019-09,1,0,222,0.0
DE,2019-09,8,7,1707,40189648.739999995
FL,2019-09,54,51,13008,4658076393.3
GA,2019-09,32,30,7248,2176823797.65
IA,2019-09,22,14,5115,554487347.34
ID,2019-09,5,5,972,74515043.67
IL,2019-09,55,40,11889,1465376194.2
IN,2019-09,36,30,7758,1946534050.4099998
KS,2019-09,20,16,4824,563955714.21
KY,2019-09,23,21,5673,2037213256.77
LA,2019-09,27,26,6174,1530885895.59
MA,2019-09,24,25,5331,214140544.11
MD,2019-09,16,16,2709,286263201.24
ME,2019-09,5,4,1146,32731308.24
MI,2019-09,35,30,6666,1465258352.49
MN,2019-09,24,25,4692,669510404.22
MO,2019-09,32,25,7668,1540360649.91
MS,2019-09,21,20,4668,1164516457.74
MT,2019-09,5,5,957,406933090.02
NC,2019-09,25,26,5349,1565587624.08
ND,2019-09,9,9,1848,574797870.8399999
NE,2019-09,16,17,3252,550079235.03
NH,2019-09,6,6,1344,54399854.85
NJ,2019-09,29,29,6168,548791531.86
NM,2019-09,16,16,3399,635927444.85
NV,2019-09,13,12,2706,527116932.51
NY,2019-09,73,62,16308,766082419.74
OH,2019-09,45,31,8343,1880038945.05
OK,2019-09,26,22,5751,1206424283.79
OR,2019-09,8,8,1641,474653590.02
PA,2019-09,64,57,13170,1800553236.96
PR,2019-09,1,0,27,6959304.2700000005
RI,2019-09,5,5,1212,123254583.50999999
SC,2019-09,22,16,4677,956026938.12
SD,2019-09,6,6,1086,63434122.56
TN,2019-09,15,9,3285,1307934760.83
TX,2019-09,123,113,26022,7265365145.61
UT,2019-09,11,10,2313,740777553.9
VA,2019-09,33,31,5529,591661058.7
VT,2019-09,1,3,273,6022926.0
WA,2019-09,10,11,1782,510116991.27000004
WI,2019-09,32,31,7524,882246764.76
WV,2019-09,16,14,3471,1410171621.6
WY,2019-09,12,12,2514,873337008.99
AK,2019-10,1,0,10,169223.5
AL,2019-10,24,23,5574,1723974706.46
AR,2019-10,17,15,3530,710827995.9399999
AZ,2019-10,25,24,5653,1453610412.38
CA,2019-10,105,95,18417,1368072710.81
CO,2019-10,21,21,4746,940009065.46
CT,2019-10,15,16,3087,235182407.66
DC,2019-10,1,0,223,0.0
DE,2019-10,9,7,2136,33670823.77
FL,2019-10,52,51,12514,4308317409.74
GA,2019-10,31,30,7039,1496796606.22
IA,2019-10,21,14,4839,283969858.45
ID,2019-10,5,5,977,57074336.67
IL,2019-10,51,40,11919,1183021061.21
IN,2019-10,32,30,7694,1781559216.45
KS,2019-10,18,16,4296,422450806.06
KY,2019-10,21,21,5538,1526323371.9099998
LA,2019-10,28,26,6475,1211400361.79
MA,2019-10,26,25,5813,205356641.08
MD,2019-10,17,16,2999,149680321.19
ME,2019-10,6,4,1425,34289692.53
MI,2019-10,30,30,6666,1306844465.02
MN,2019-10,23,25,4904,601311763.66
MO,2019-10,31,25,7558,1337180290.78
MS,2019-10,21,20,4689,901069721.9200001
MT,2019-10,5,5,932,310578469.03
NC,2019-10,26,26,5732,1195819580.27
ND,2019-10,9,9,1857,526826466.65999997
NE,2019-10,17,17,3326,419224781.57
NH,2019-10,5,6,1052,72662675.47999999
NJ,2019-10,29,29,6221,580124960.89
NM,2019-10,16,16,3415,559494030.83
NV,2019-10,11,12,2462,471607384.66999996
NY,2019-10,66,62,15384,628158677.1800001
OH,2019-10,33,31,6777,1389727685.21
OK,2019-10,24,22,5715,814221242.66
OR,2019-10,8,8,1649,445853757.15999997
PA,2019-10,60,57,12522,1749973366.02
PR,2019-10,1,0,28,10581340.0
RI,2019-10,5,5,1217,144204692.17000002
SC,2019-10,16,16,4030,665546079.07
SD,2019-10,6,6,1092,49379647.940000005
TN,2019-10,11,9,2909,716082254.08
TX,2019-10,121,113,25831,5748809430.47
UT,2019-10,10,10,2161,698200694.03
VA,2019-10,28,31,5449,502145101.04
VT,2019-10,3,3,534,5014063.0
WA,2019-10,10,11,1792,466365964.24
WI,2019-10,34,31,7879,823986372.32
WV,2019-10,14,14,3284,1127603447.98
WY,2019-10,12,12,2526,784200071.9
AK,2019-11,1,0,11,287824.46
AL,2019-11,23,23,5299,1587916244.55
AR,2019-11,16,15,3272,721421355.28
AZ,2019-11,24,24,5457,1171563944.44
CA,2019-11,102,95,17979,1406317832.71
CO,2019-11,21,21,4767,964809656.84
CT,2019-11,17,16,3625,268685489.37
DC,2019-11,1,0,224,0.0
DE,2019-11,6,7,1320,17783697.08
FL,2019-11,48,51,11667,3126197899.6
GA,2019-11,30,30,6837,1468564815.64
IA,2019-11,20,14,4684,555491591.48
ID,2019-11,5,5,982,79220003.04
IL,2019-11,40,40,9179,1279513808.92
IN,2019-11,28,30,6914,2159097370.25
KS,2019-11,18,16,4290,509922138.69
KY,2019-11,21,21,5559,1359585061.72
LA,2019-11,27,26,6228,1045115178.45
MA,2019-11,27,25,6087,208275154.08
MD,2019-11,16,16,2741,215189505.69
ME,2019-11,5,4,1204,20490661.509999998
MI,2019-11,29,30,6535,1158007082.44
MN,2019-11,24,25,4683,683198308.24
MO,2019-11,28,25,6818,1511199514.33
MS,2019-11,20,20,4435,832808552.62
MT,2019-11,6,5,1131,406812984.98
NC,2019-11,24,26,5295,1362378764.45
ND,2019-11,9,9,1866,694559191.82
NE,2019-11,17,17,3343,483922246.88
NH,2019-11,5,6,1057,47938177.14
NJ,2019-11,28,29,6026,544403732.25
NM,2019-11,16,16,3431,540463850.38
NV,2019-11,12,12,2529,435203027.51
NY,2019-11,62,62,14362,660636268.92
OH,2019-11,31,31,6620,1478369366.1
OK,2019-11,24,22,5739,713621818.79
OR,2019-11,8,8,1657,450996940.03
PA,2019-11,61,57,12776,1671848647.7199998
PR,2019-11,1,0,29,9551642.129999999
RI,2019-11,6,5,1476,112858276.96000001
SC,2019-11,16,16,4046,661351231.34
SD,2019-11,6,6,1098,78137864.16
TN,2019-11,10,9,2645,835122730.97
TX,2019-11,115,113,24485,5107860476.14
UT,2019-11,11,10,2335,779240939.4200001
VA,2019-11,27,31,4965,558429322.15
VT,2019-11,2,3,406,5323725.0
WA,2019-11,10,11,1802,443428092.62
WI,2019-11,34,31,7952,862326816.22
WV,2019-11,14,14,3298,1347027742.01
WY,2019-11,12,12,2538,792740694.8599999
AK,2019-12,1,0,12,323695.19999999995
AL,2019-12,23,23,5430,1440581888.01
AR,2019-12,15,15,3012,714717628.35
AZ,2019-12,24,24,5427,1259194356.9
CA,2019-12,95,95,17211,1424294737.59
CO,2019-12,21,21,4788,1069216798.26
CT,2019-12,16,16,3393,332820246.06
DC,2019-12,1,0,225,0.0
DE,2019-12,7,7,1524,8344547.9399999995
FL,2019-12,51,51,12507,3276537035.4900002
GA,2019-12,30,30,6759,1515896310.09
IA,2019-12,14,14,3255,495478431.06
ID,2019-12,5,5,987,75474074.66999999
IL,2019-12,40,40,9384,1064175269.73
IN,2019-12,30,30,7254,1821338303.88
KS,2019-12,16,16,3972,487823644.98
KY,2019-12,21,21,5580,1648325761.8
LA,2019-12,26,26,5979,973299425.1
MA,2019-12,25,25,5616,304062791.25
MD,2019-12,16,16,2835,145822864.04999998
ME,2019-12,4,4,933,28603795.35
MI,2019-12,30,30,6804,1383391849.68
MN,2019-12,25,25,4944,738968345.4
MO,2019-12,25,25,6261,1555081195.2
MS,2019-12,20,20,4455,829974660.63
MT,2019-12,5,5,942,363514352.43
NC,2019-12,26,26,5784,1157084660.94
ND,2019-12,9,9,1875,766071860.1
NE,2019-12,17,17,3360,578730183.87
NH,2019-12,6,6,1362,71681927.46000001
NJ,2019-12,29,29,6261,555329931.87
NM,2019-12,16,16,3447,531074998.5
NV,2019-12,12,12,2541,502509026.94
NY,2019-12,62,62,14331,774871191.42
OH,2019-12,31,31,6582,1828159659.48
OK,2019-12,22,22,5211,904517882.49
OR,2019-12,8,8,1665,541712982.48
PA,2019-12,57,57,11715,1942534689.69
PR,2019-12,1,0,30,10859394.6
RI,2019-12,5,5,1227,80912096.01
SC,2019-12,16,16,3966,743716132.8299999
SD,2019-12,6,6,1104,70659805.62
TN,2019-12,9,9,2409,582531008.37
TX,2019-12,113,113,24165,5333214173.55
UT,2019-12,10,10,2181,904377183.33
VA,2019-12,31,31,5781,554269084.95
VT,2019-12,3,3,540,8908383.0
WA,2019-12,11,11,2031,551175820.65
WI,2019-12,31,31,6993,936021559.26
WV,2019-12,14,14,3312,1243288249.5
WY,2019-12,12,12,2550,945670863.33
AK,2020-01,1,0,13,65912.73
AL,2020-01,21,21,4962,1522866817.53
AR,2020-01,15,15,3078,526170887.56
AZ,2020-01,24,24,5451,1132412843.08
CA,2020-01,89,97,16223,1132993056.57
CO,2020-01,21,22,4809,932453527.79
CT,2020-01,13,13,2731,310129890.49
DC,2020-01,1,0,226,0.0
DE,2020-01,6,7,1332,16899301.26
FL,2020-01,50,52,12281,3371424259.63
GA,2020-01,27,29,6240,1205803042.89
IA,2020-01,18,20,4260,484475129.11
ID,2020-01,5,5,992,70345773.72
IL,2020-01,37,40,8668,1045483066.96
IN,2020-01,31,29,7489,1710740531.9
KS,2020-01,13,15,3253,480900325.05
KY,2020-01,20,20,5387,1704248514.12
LA,2020-01,25,29,5794,1137124404.02
MA,2020-01,24,21,5358,319960291.73
MD,2020-01,14,15,2297,91383895.28
ME,2020-01,6,5,1443,28430554.54
MI,2020-01,29,27,6362,1550109178.8999999
MN,2020-01,21,23,4434,762393285.36
MO,2020-01,25,25,6064,1696135441.0300002
MS,2020-01,19,21,4198,950274020.48
MT,2020-01,6,4,1143,304682785.21
NC,2020-01,24,25,5211,1246436002.41
ND,2020-01,9,9,1884,739505629.99
NE,2020-01,16,16,3520,597228964.99
NH,2020-01,5,5,1067,59564143.239999995
NJ,2020-01,28,30,6136,505787014.71
NM,2020-01,16,15,3463,582247878.98
NV,2020-01,12,12,2553,471632033.46000004
NY,2020-01,62,68,14588,743156227.45
OH,2020-01,27,30,5616,1992289983.3400002
OK,2020-01,23,22,5264,960385517.85
OR,2020-01,8,7,1673,508902202.15
PA,2020-01,58,58,11947,1792256889.43
PR,2020-01,1,0,31,8390680.41
RI,2020-01,5,5,1232,94938083.95
SC,2020-01,18,17,4428,752331788.04
SD,2020-01,5,5,1022,65462524.4
TN,2020-01,11,11,2942,702411135.25
TX,2020-01,112,110,23725,5097620362.66
UT,2020-01,9,10,2136,737541935.46
VA,2020-01,28,29,5092,651070322.96
VT,2020-01,3,3,543,7675393.0
WA,2020-01,11,11,2042,404131529.3
WI,2020-01,30,31,7098,1024534251.89
WV,2020-01,13,13,3103,1070644461.66
WY,2020-01,12,12,2562,784296192.55
AK,2020-02,1,0,14,349204.8
AL,2020-02,21,21,4872,1343171371.26
AR,2020-02,15,15,3288,455829223.57
AZ,2020-02,23,24,5251,968123505.28
CA,2020-02,95,97,17449,975059112.96
CO,2020-02,20,22,4615,898117280.52
CT,2020-02,14,13,2869,290302145.75
DC,2020-02,1,0,227,0.0
DE,2020-02,7,7,1538,13823513.790000001
FL,2020-02,51,52,12549,3269990572.96
GA,2020-02,26,29,5965,1201239380.42
IA,2020-02,14,20,3340,417251895.07
ID,2020-02,5,5,997,59139587.17
IL,2020-02,36,40,8448,927752185.28
IN,2020-02,30,29,7398,1579430435.88
KS,2020-02,14,15,3571,436799009.42
KY,2020-02,19,20,5195,1510824217.71
LA,2020-02,24,29,5283,1058008058.1899999
MA,2020-02,21,21,4734,254020476.37
MD,2020-02,15,15,2769,67427326.22
ME,2020-02,5,5,1219,20852545.3
MI,2020-02,30,27,6669,1179814643.25
MN,2020-02,22,23,4403,558319429.69
MO,2020-02,24,25,6213,1567486346.07
MS,2020-02,19,21,4268,969304269.27
MT,2020-02,5,4,952,262124160.3
NC,2020-02,25,25,5513,1126470592.12
ND,2020-02,9,9,1893,685070528.57
NE,2020-02,14,16,3253,504047312.33
NH,2020-02,6,5,1374,42110449.11
NJ,2020-02,23,30,4912,398579584.22
NM,2020-02,15,15,3276,479936964.4
NV,2020-02,12,12,2493,401971701.23
NY,2020-02,65,68,15064,696853782.28
OH,2020-02,27,30,5643,1787562855.8300002
OK,2020-02,24,22,5565,858204694.1
OR,2020-02,8,7,1681,350969461.3
PA,2020-02,57,58,11712,1474696246.95
PR,2020-02,1,0,32,10719974.4
RI,2020-02,5,5,1237,107418925.77
SC,2020-02,17,17,4168,662505724.3100001
SD,2020-02,5,5,1027,52742590.39
TN,2020-02,11,11,2953,691662674.69
TX,2020-02,113,110,23923,4821174837.6
UT,2020-02,9,10,2145,612096264.63
VA,2020-02,26,29,4885,623705915.3
VT,2020-02,1,3,278,7910559.5
WA,2020-02,10,11,1832,278701073.64
WI,2020-02,25,31,6050,930212822.24
WV,2020-02,13,13,3116,1318677141.72
WY,2020-02,12,12,2574,713003517.66
AK,2020-03,1,0,15,454252.5
AL,2020-03,22,21,5286,1410994307.1
AR,2020-03,16,15,3525,617649601.05
AZ,2020-03,22,24,5049,734900712.15
CA,2020-03,96,97,17406,1098187704.45
CO,2020-03,20,22,4632,853891504.65
CT,2020-03,15,13,3261,265229763.66
DC,2020-03,1,0,228,0.0
DE,2020-03,6,7,1344,14094521.64
FL,2020-03,52,52,12924,3802536225.39
GA,2020-03,27,29,6207,1067646536.5799999
IA,2020-03,17,20,4059,189273635.82
ID,2020-03,4,5,822,64935945.75
IL,2020-03,29,40,6513,732061749.84
IN,2020-03,29,29,7083,1538467915.59
KS,2020-03,16,15,3828,352728819.87
KY,2020-03,17,20,4566,1183628498.76
LA,2020-03,26,29,5550,1234199696.01
MA,2020-03,20,21,4416,130120678.35
MD,2020-03,14,15,2223,75132053.94
ME,2020-03,2,5,471,15677133.84
MI,2020-03,27,27,5925,1196192424.99
MN,2020-03,22,23,4527,498067492.92
MO,2020-03,26,25,6405,1227038173.44
MS,2020-03,18,21,4008,838052006.88
MT,2020-03,4,4,789,283245171.51
NC,2020-03,24,25,5367,1042848018.6899999
ND,2020-03,9,9,1902,597309864.45
NE,2020-03,14,16,2835,450594159.12
NH,2020-03,3,5,558,28864761.84
NJ,2020-03,24,30,5205,371941108.14
NM,2020-03,15,15,3216,422027262.15
NV,2020-03,13,12,2784,462254958.15
NY,2020-03,63,68,14877,636500469.48
OH,2020-03,27,30,5709,1442822473.56
OK,2020-03,22,22,5277,819537671.25
OR,2020-03,8,7,1689,466342443.66
PA,2020-03,55,58,11370,1486397502.93
PR,2020-03,1,0,33,10888072.47
RI,2020-03,5,5,1242,119050289.88
SC,2020-03,13,17,3279,623027403.69
SD,2020-03,6,5,1122,64999051.47
TN,2020-03,9,11,2406,589457395.02
TX,2020-03,115,110,24702,4934716662.3
UT,2020-03,9,10,2028,553696270.77
VA,2020-03,27,29,4995,560175476.64
VT,2020-03,2,3,414,3986282.25
WA,2020-03,11,11,2064,355185515.82
WI,2020-03,26,31,6237,922211613.57
WV,2020-03,11,13,2559,984644176.35
WY,2020-03,12,12,2586,800054389.9499999
AK,2020-04,1,0,16,282016.0
AL,2020-04,21,21,4836,994367018.7
AR,2020-04,16,15,3478,385838546.69
AZ,2020-04,23,24,5297,866233916.9
CA,2020-04,87,97,16125,726403780.1
CO,2020-04,21,22,4833,748898028.85
CT,2020-04,13,13,2770,278910190.07
DE,2020-04,7,7,1630,33002859.580000002
FL,2020-04,51,52,12660,3604897060.36
GA,2020-04,27,29,6312,933066869.91
IA,2020-04,16,20,3796,206455546.55
ID,2020-04,3,5,729,51614161.400000006
IL,2020-04,34,40,7786,521982360.34
IN,2020-04,27,29,6450,1407756350.67
KS,2020-04,12,15,3060,314517931.15
KY,2020-04,17,20,4448,1014744649.95
LA,2020-04,26,29,5576,1243452678.0900002
MA,2020-04,21,21,4959,140871172.6
MD,2020-04,14,15,2339,69111734.63
ME,2020-04,4,5,940,24105019.4
MI,2020-04,25,27,5377,732420376.19
MN,2020-04,22,23,4393,345998747.27
MO,2020-04,22,25,5527,961057594.72
MS,2020-04,21,21,4815,842796487.12
MT,2020-04,5,4,962,266742120.28
NC,2020-04,20,25,4529,694319112.63
ND,2020-04,9,9,1911,502385976.39
NE,2020-04,13,16,2956,360846709.36
NH,2020-04,4,5,778,37504446.04
NJ,2020-04,27,30,5886,349355750.34
NM,2020-04,14,15,2951,397864200.31
NV,2020-04,13,12,2797,385755276.04999995
NY,2020-04,55,68,12670,461690138.14
OH,2020-04,27,30,5622,1085965819.6000001
OK,2020-04,21,22,4773,667650313.26
OR,2020-04,7,7,1417,328634352.9
PA,2020-04,52,58,10384,1077251072.86
PR,2020-04,1,0,34,11161384.0
RI,2020-04,5,5,1247,128395702.6
SC,2020-04,15,17,3675,604072255.0699999
SD,2020-04,6,5,1128,51635903.550000004
TN,2020-04,7,11,1873,270824374.78999996
TX,2020-04,114,110,24732,4748367060.71
UT,2020-04,11,10,2390,444154058.45
VA,2020-04,24,29,4386,543479637.61
VT,2020-04,2,3,416,1424710.0
WA,2020-04,9,11,1572,252662750.45
WI,2020-04,29,31,6977,707577164.54
WV,2020-04,13,13,3076,921209425.1
WY,2020-04,12,12,2598,680404197.0600001
AK,2020-05,1,0,17,361806.07
AL,2020-05,25,21,5288,1301770058.59
AR,2020-05,16,15,3368,437932381.25
AZ,2020-05,24,24,5547,1242530701.24
CA,2020-05,97,97,17921,691089464.2900001
CO,2020-05,22,22,5135,652430274.79
CT,2020-05,23,13,4351,237052928.13
DE,2020-05,7,7,1559,28156529.63
FL,2020-05,51,52,12639,3770876792.32
GA,2020-05,27,29,6195,1252472041.74
IA,2020-05,13,20,2945,224150282.0
ID,2020-05,5,5,1012,11134986.299999999
IL,2020-05,45,40,9726,616185389.95
IN,2020-05,32,29,7147,1362399631.5700002
KS,2020-05,16,15,3935,382568090.40000004
KY,2020-05,21,20,5235,1283696992.72
LA,2020-05,29,29,6445,1339546109.52
MA,2020-05,30,21,6804,102247878.3
MD,2020-05,15,15,2532,77852277.11
ME,2020-05,3,5,708,33807897.4
MI,2020-05,32,27,6331,891835462.92
MN,2020-05,22,23,4457,365053949.26
MO,2020-05,22,25,5675,1172131414.22
MS,2020-05,21,21,4836,1112998307.86
MT,2020-05,4,4,797,100541828.13000001
NC,2020-05,21,25,4530,888985630.37
ND,2020-05,9,9,1920,501391821.97
NE,2020-05,13,16,2723,435583379.84000003
NH,2020-05,8,5,1648,29440909.039999995
NJ,2020-05,26,30,5659,320006797.95
NM,2020-05,15,15,3246,408201155.85
NV,2020-05,12,12,2610,401016881.32
NY,2020-05,67,68,15260,496686605.2
OH,2020-05,39,30,7287,1283942600.6399999
OK,2020-05,25,22,5918,845735074.64
OR,2020-05,7,7,1424,49073102.67
PA,2020-05,57,58,11319,1227374297.35
PR,2020-05,1,0,35,11161048.5
RI,2020-05,5,5,1252,123287440.68
SC,2020-05,21,17,4446,703665969.33
SD,2020-05,6,5,1134,11624578.760000002
TN,2020-05,14,11,3100,462130301.25000006
TX,2020-05,118,110,25952,5414251806.17
UT,2020-05,11,10,2401,523733350.96
VA,2020-05,30,29,5319,590756249.38
VT,2020-05,3,3,555,4723188.5
WA,2020-05,8,11,1309,48826787.83
WI,2020-05,31,31,7457,720197884.04
WV,2020-05,16,13,3587,1328675441.66
WY,2020-05,12,12,2610,685709245.64
AK,2020-06,1,0,18,262745.10000000003
AL,2020-06,28,21,6021,1875518543.25
AR,2020-06,17,15,3666,691708050.39
AZ,2020-06,24,24,5571,1378223063.3999999
CA,2020-06,105,97,19101,1025540261.94
CO,2020-06,22,22,5157,868484297.46
CT,2020-06,23,13,4500,361788542.82
DC,2020-06,1,0,231,0.0
DE,2020-06,11,7,2388,63961197.45
FL,2020-06,52,52,13053,4552008539.85
GA,2020-06,30,29,6981,1579673805.09
IA,2020-06,20,20,4824,405151125.57
ID,2020-06,5,5,1017,13516867.379999999
IL,2020-06,50,40,11043,1189062215.04
IN,2020-06,36,29,8298,1888939354.29
KS,2020-06,20,15,5004,604605417.63
KY,2020-06,22,20,5562,1751205540.42
LA,2020-06,30,29,6756,1432060068.12
MA,2020-06,28,21,6405,231729980.28
MD,2020-06,15,15,2649,260232965.73000002
ME,2020-06,6,5,1473,59052116.91
MI,2020-06,36,27,7221,1384494510.6000001
MN,2020-06,25,23,5244,526661097.18
MO,2020-06,30,25,7368,1477027698.75
MS,2020-06,21,21,4857,1188424714.41
MT,2020-06,5,4,1002,94348112.58
NC,2020-06,24,25,5397,1384952099.7
ND,2020-06,9,9,1929,571867937.1899999
NE,2020-06,18,16,3918,500167468.11
NH,2020-06,8,5,1656,65531547.15
NJ,2020-06,32,30,7203,548112533.94
NM,2020-06,16,15,3543,535271477.13
NV,2020-06,13,12,2823,522165600.57
NY,2020-06,72,68,16554,893599473.39
OH,2020-06,43,30,8403,1909364649.78
OK,2020-06,25,22,5943,1161684976.23
OR,2020-06,7,7,1431,71808182.64
PA,2020-06,64,58,13182,1799819263.11
PR,2020-06,1,0,36,6378143.76
RI,2020-06,5,5,1257,180844893.72
SC,2020-06,21,17,4563,750249540.6
SD,2020-06,6,5,1140,39430269.39
TN,2020-06,14,11,3114,864620293.4399999
TX,2020-06,119,110,26304,6377019868.23
UT,2020-06,11,10,2412,617294298.54
VA,2020-06,34,29,6216,713354612.97
VT,2020-06,3,3,558,6419377.5
WA,2020-06,9,11,1641,38391296.7
WI,2020-06,32,31,7695,1072833481.44
WV,2020-06,16,13,3603,1399096444.5
WY,2020-06,12,12,2622,706213348.74
AL,2020-07,27,21,5841,2245602748.18
AR,2020-07,17,15,3683,1046087475.5
AZ,2020-07,23,24,5366,1702080540.64
CA,2020-07,105,97,19266,1565813774.3799999
CO,2020-07,22,22,5179,996336318.78
CT,2020-07,24,13,4653,416622847.59000003
DC,2020-07,1,0,232,0.0
DE,2020-07,10,7,2347,135846751.82999998
FL,2020-07,52,52,12991,4937973869.99
GA,2020-07,31,29,7318,2172745100.17
IA,2020-07,22,20,5278,836982400.01
ID,2020-07,5,5,1022,56034838.19
IL,2020-07,56,40,12503,2057291761.37
IN,2020-07,36,29,8334,2446616174.15
KS,2020-07,20,15,5024,797469917.28
KY,2020-07,22,20,5584,2202818637.77
LA,2020-07,29,29,6503,1641041287.57
MA,2020-07,30,21,6633,488240466.76
MD,2020-07,16,15,2947,459950828.58
ME,2020-07,5,5,1196,80361706.68
MI,2020-07,39,27,7974,1702833920.25
MN,2020-07,27,23,5631,963406896.63
MO,2020-07,34,25,8002,1922579807.2
MS,2020-07,21,21,4878,1369656684.0500002
MT,2020-07,5,4,1007,226241168.79999995
NC,2020-07,27,25,6072,1886283862.7
ND,2020-07,9,9,1938,692712476.65
NE,2020-07,19,16,4003,684702203.14
NH,2020-07,8,5,1664,110094356.47
NJ,2020-07,32,30,7286,813650258.01
NM,2020-07,16,15,3559,726990288.87
NV,2020-07,13,12,2836,624099731.17
NY,2020-07,75,68,17391,1561348252.65
OH,2020-07,43,30,8623,2311030442.15
OK,2020-07,25,22,5968,1708422512.21
OR,2020-07,8,7,1721,305015247.48
PA,2020-07,67,58,13999,2511555658.29
PR,2020-07,1,0,37,4832259.2
RI,2020-07,6,5,1524,186763536.61
SC,2020-07,21,17,4590,1096143325.47
SD,2020-07,6,5,1146,83775525.57000001
TN,2020-07,15,11,3411,1330665352.33
TX,2020-07,122,110,26912,8178871195.06
UT,2020-07,11,10,2423,748578183.1
VA,2020-07,35,29,6350,1176195637.09
VT,2020-07,2,3,422,8816794.25
WA,2020-07,11,11,2108,207272202.07999998
WI,2020-07,34,31,8029,1315617216.31
WV,2020-07,15,13,3438,1917085177.06
WY,2020-07,12,12,2634,979022467.65
AK,2020-08,1,0,20,39332.600000000006
AL,2020-08,26,21,5656,2112691524.85
AR,2020-08,17,15,3700,1091425003.6
AZ,2020-08,23,24,5389,1806283884.04
CA,2020-08,106,97,19472,2094743307.54
CO,2020-08,22,22,5201,1056715894.15
CT,2020-08,23,13,4546,356801423.6
DC,2020-08,1,0,233,0.0
DE,2020-08,10,7,2357,120509206.17000002
FL,2020-08,53,52,13318,4996119463.93
GA,2020-08,30,29,7131,2262894388.32
IA,2020-08,22,20,5201,786687472.62
ID,2020-08,5,5,1027,89776791.62
IL,2020-08,54,40,12099,1500005777.02
IN,2020-08,37,29,8639,2357839026.05
KS,2020-08,16,15,3884,792361217.52
KY,2020-08,22,20,5606,2021727758.84
LA,2020-08,30,29,6816,1508961493.8200002
MA,2020-08,30,21,6792,386784260.63
MD,2020-08,15,15,2679,257898994.56
ME,2020-08,5,5,1201,50120480.2
MI,2020-08,37,27,7685,1594281537.66
MN,2020-08,25,23,5267,826991555.42
MO,2020-08,30,25,7428,1995775250.76
MS,2020-08,21,21,4899,1390040065.45
MT,2020-08,5,4,982,285029910.33
NC,2020-08,27,25,6075,1852967215.8
ND,2020-08,9,9,1947,740092742.0
NE,2020-08,17,16,3682,571153829.12
NH,2020-08,8,5,1672,71155568.29
NJ,2020-08,33,30,7578,704397893.1700001
NM,2020-08,16,15,3575,719169087.85
NV,2020-08,13,12,2849,693439444.03
NY,2020-08,80,68,18832,1372152479.31
OH,2020-08,41,30,8149,2251949529.35
OK,2020-08,25,22,5993,1483767184.24
OR,2020-08,8,7,1729,479167800.72999996
PA,2020-08,66,58,13827,2190374771.86
PR,2020-08,1,0,38,8955570.96
RI,2020-08,6,5,1530,186893755.2
SC,2020-08,23,17,5071,1035550317.75
SD,2020-08,6,5,1152,76110029.82000001
TN,2020-08,15,11,3426,1132643476.57
TX,2020-08,123,110,27135,8351559841.690001
UT,2020-08,11,10,2434,953424413.34
VA,2020-08,33,29,5919,957397925.5699999
VT,2020-08,3,3,564,6414921.0
WA,2020-08,11,11,2119,440980257.44
WI,2020-08,33,31,7911,1207444229.0
WV,2020-08,15,13,3453,1793312824.93
WY,2020-08,12,12,2646,948262505.92
AK,2020-09,1,0,21,478102.17
AL,2020-09,27,21,5808,1862835901.32
AR,2020-09,17,15,3717,599310098.88
AZ,2020-09,24,24,5643,1578526954.8
CA,2020-09,106,97,19578,1780239511.35
